set_number,perturbation,asym_perturbs,ent_avg_score,contr_avg_score,ent_label_list,contr_label_list
0,paraphrase_inversion,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,paraphrase_inversion,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,paraphrase_inversion,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,negation_antonym,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,negation_antonym,asymmetric_premise,0.0,0.0,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,negation_antonym,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,negation_paraphrase,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,negation_paraphrase,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,negation_paraphrase,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,negation_paraphrase_inversion,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,negation_paraphrase_inversion,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,negation_paraphrase_inversion,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,original,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,original,asymmetric_premise,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 1, 1, 0, 1, 1, 0]"
1,original,asymmetric_conclusion,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
1,negation,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,negation,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,negation,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 1, 1, 1]"
1,antonym,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,antonym,asymmetric_premise,0.0,0.0,"[1, 1, 0, 1, 0, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,antonym,asymmetric_conclusion,0.0,0.0,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,paraphrase,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,paraphrase,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,paraphrase,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,paraphrase_inversion,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,paraphrase_inversion,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,paraphrase_inversion,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,negation_antonym,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,negation_antonym,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,negation_antonym,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,negation_paraphrase,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,negation_paraphrase,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,negation_paraphrase,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,negation_paraphrase_inversion,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,negation_paraphrase_inversion,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,negation_paraphrase_inversion,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,original,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,original,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 1, 1, 1, 1, 1]"
2,original,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
2,negation,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,negation,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,negation,asymmetric_conclusion,0.0,0.0,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,antonym,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,antonym,asymmetric_premise,0.0,0.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,antonym,asymmetric_conclusion,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,paraphrase,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,paraphrase,asymmetric_premise,0.0,0.0,"[1, 1, 0, 1, 1, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,paraphrase,asymmetric_conclusion,0.0,0.0,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,paraphrase_inversion,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,paraphrase_inversion,asymmetric_premise,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,paraphrase_inversion,asymmetric_conclusion,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,negation_antonym,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,negation_antonym,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1, 0, 0, 1]"
2,negation_antonym,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
2,negation_paraphrase,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 1, 1, 0, 0]"
2,negation_paraphrase,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,negation_paraphrase,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,negation_paraphrase_inversion,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
2,negation_paraphrase_inversion,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,negation_paraphrase_inversion,asymmetric_conclusion,0.0,0.0,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,original,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,original,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,original,asymmetric_conclusion,0.0,0.0,"[1, 1, 0, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,negation,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,negation,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,negation,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,antonym,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,antonym,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,antonym,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,paraphrase,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,paraphrase,asymmetric_premise,0.0,0.0,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,paraphrase,asymmetric_conclusion,0.0,0.0,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,paraphrase_inversion,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,paraphrase_inversion,asymmetric_premise,0.0,0.0,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,paraphrase_inversion,asymmetric_conclusion,0.0,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,negation_antonym,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,negation_antonym,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,negation_antonym,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,negation_paraphrase,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,negation_paraphrase,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,negation_paraphrase,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,negation_paraphrase_inversion,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,negation_paraphrase_inversion,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,negation_paraphrase_inversion,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,original,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,original,asymmetric_premise,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,original,asymmetric_conclusion,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
4,negation,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,negation,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 0, 1, 1, 1, 1]"
4,negation,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 0, 0, 1, 1, 1]"
4,antonym,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,antonym,asymmetric_premise,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,antonym,asymmetric_conclusion,0.0,0.0,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,paraphrase,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,paraphrase,asymmetric_premise,0.0,0.0,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
4,paraphrase,asymmetric_conclusion,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1, 1, 1]"
4,paraphrase_inversion,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,paraphrase_inversion,asymmetric_premise,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,paraphrase_inversion,asymmetric_conclusion,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,negation_antonym,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,negation_antonym,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,negation_antonym,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,negation_paraphrase,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,negation_paraphrase,asymmetric_premise,0.0,0.0,"[0, 1, 0, 1, 0, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 1, 0, 1, 1, 1]"
4,negation_paraphrase,asymmetric_conclusion,0.0,0.0,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 1]"
4,negation_paraphrase_inversion,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,negation_paraphrase_inversion,asymmetric_premise,0.0,0.0,"[1, 0, 1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,negation_paraphrase_inversion,asymmetric_conclusion,0.0,0.0,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,original,original,1.0,0.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,original,asymmetric_premise,0.1,0.0,"[2, 1, 1, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,original,asymmetric_conclusion,0.4,0.0,"[2, 1, 1, 1, 1, 1, 2, 1, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,negation,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,negation,asymmetric_premise,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,negation,asymmetric_conclusion,0.0,0.3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 2, 2, 0, 2, 1, 1, 1, 1]"
5,antonym,original,0.0,0.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 1, 2, 1, 2, 2, 1, 2, 1]"
5,antonym,asymmetric_premise,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,antonym,asymmetric_conclusion,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,paraphrase,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,paraphrase,asymmetric_premise,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,paraphrase,asymmetric_conclusion,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,paraphrase_inversion,original,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,paraphrase_inversion,asymmetric_premise,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
5,paraphrase_inversion,asymmetric_conclusion,0.0,0.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
5,negation_antonym,original,0.0,0.0,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,negation_antonym,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
5,negation_antonym,asymmetric_conclusion,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
5,negation_paraphrase,original,0.6,0.0,"[2, 1, 2, 1, 2, 1, 2, 2, 2, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,negation_paraphrase,asymmetric_premise,1.0,0.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,negation_paraphrase,asymmetric_conclusion,1.0,0.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,negation_paraphrase_inversion,original,0.0,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
5,negation_paraphrase_inversion,asymmetric_premise,0.0,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
5,negation_paraphrase_inversion,asymmetric_conclusion,0.0,0.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 2, 2, 2, 2, 1, 2, 2, 2]"
6,original,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,original,asymmetric_premise,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,original,asymmetric_conclusion,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,negation,original,0.1,0.0,"[1, 0, 1, 1, 0, 2, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,negation,asymmetric_premise,0.0,0.6,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 2, 2, 2, 2, 1, 1, 2, 1, 2]"
6,negation,asymmetric_conclusion,0.0,0.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 2, 2, 2, 2, 2, 2, 2, 1]"
6,antonym,original,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,antonym,asymmetric_premise,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
6,antonym,asymmetric_conclusion,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
6,paraphrase,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,paraphrase,asymmetric_premise,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,paraphrase,asymmetric_conclusion,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,paraphrase_inversion,original,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,paraphrase_inversion,asymmetric_premise,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
